epoch,train_loss,val_loss,lr,time
1,0.025271056209160255,0.00042301370363228435,0.0001,92.53103160858154
2,0.0059482827593530406,0.0005506165898983773,0.0001,106.6992723941803
3,0.0042043882542949235,0.0004046273975472332,0.0001,105.94024085998535
4,0.003220514417190421,0.0008642563919032464,0.0001,106.93036031723022
5,0.0025048411905804354,0.00040464217773017566,0.0001,106.05723690986633
6,0.0019047197664782902,0.00039692198304611386,0.0001,106.13873147964478
7,0.001435658287596603,0.00042171162345312866,0.0001,106.8089952468872
8,0.0010836583614801942,0.000404851946028188,0.0001,106.43632650375366
9,0.0008330893989338193,0.00042634697450197697,0.0001,105.85376071929932
10,0.0006616215714259489,0.0004142969149231525,0.0001,106.68016695976257
11,0.0005601282515298075,0.00042217583998201233,0.0001,106.22711062431335
12,0.0005053355611376298,0.0004221332347134378,5e-05,106.30560183525085
13,0.0004776084816983981,0.00039865591346070506,5e-05,105.47276830673218
14,0.0004627648126248602,0.00044840054739289236,5e-05,106.63530921936035
15,0.00043776607250640715,0.0005032864193292478,5e-05,109.88926029205322
16,0.0003835459678116274,0.0004386542245149532,5e-05,111.0857949256897
17,0.00033721050390020174,0.0006384327249665268,5e-05,111.26867413520813
18,0.00033827728979669576,0.0007189870058337771,2.5e-05,112.40419125556946
19,0.0002593235503036391,0.0005938710928036166,2.5e-05,114.78473973274231
20,0.00023893460250970142,0.0006267109680644187,2.5e-05,110.85162162780762
21,0.0002411526242832707,0.0006115588236874452,2.5e-05,107.25708627700806
22,0.00022298003251531722,0.0007006270866547527,2.5e-05,107.13516163825989
23,0.00022990730342576038,0.00045484824456986874,2.5e-05,107.20729565620422
24,0.00021821435194125985,0.0005307385087995883,1.25e-05,106.47056818008423
25,0.0002037235382010003,0.0006978904336134041,1.25e-05,108.75855875015259
26,0.0002017577082570741,0.0006571049109304427,1.25e-05,107.67714238166809
