epoch,train_loss,val_loss,lr,time
0,0.010242916769367078,0.0006879820558464806,0.0001,39.82400631904602
1,0.0032481993498500957,0.0005398674626916389,0.0001,38.30358386039734
2,0.003041508565264905,0.00036195007636698813,0.0001,37.9060595035553
3,0.002931649449861874,0.0005022347159534284,0.0001,36.82976770401001
4,0.0028526553684842574,0.00038018750287603274,0.0001,36.54591250419617
5,0.002828213774631854,0.0004120852752841751,0.0001,40.36017894744873
6,0.0027719018713354385,0.00045096284969579166,0.0001,39.89249038696289
7,0.002755438670365916,0.0005021554512459292,0.0001,36.61357879638672
8,0.0027089071714294197,0.0006461740574927204,0.0001,38.17484736442566
9,0.002644770066854119,0.0007289438968874223,5e-05,36.21502494812012
10,0.0026178971845866126,0.0005852401862749761,5e-05,38.12878394126892
11,0.0026083182438136625,0.0008259838574669387,5e-05,41.00171089172363
12,0.002609202544431189,0.0006136771190948475,5e-05,36.19790744781494
13,0.0025866636896821112,0.0007697331447044689,5e-05,36.23757743835449
14,0.0025594250433768066,0.0005353400646903615,5e-05,39.6107656955719
15,0.002546641846742684,0.0007193010076296685,2.5e-05,40.34796380996704
16,0.0025395683146253027,0.0007288372490159227,2.5e-05,38.53063082695007
17,0.0025214697986607765,0.0009488826972758773,2.5e-05,40.42292308807373
18,0.0025079557164899655,0.0009137415061183804,2.5e-05,37.90796446800232
19,0.002497700808615601,0.0014131181809395247,2.5e-05,38.88352560997009
20,0.0024911091987081836,0.0008851352754675356,2.5e-05,37.74091935157776
21,0.0024784453165215678,0.0009689420453237176,1.25e-05,37.85153150558472
22,0.0024935400252108567,0.0011269151453680562,1.25e-05,35.53250217437744
