epoch,train_loss,val_loss
1,0.013075320900764652,0.010261225939650181
2,0.00225889079420912,0.004301586456051996
3,0.0031175775026752468,0.017692573252398005
4,0.005636757371337405,0.017863115085111486
5,0.005636475455760785,0.01782130294156318
6,0.005636837023320625,0.017825642003004107
7,0.005637013725551569,0.017263952239317284
8,0.0056379433938954625,0.018171306471435392
9,0.005634133889501499,0.01792382753544958
10,0.0056340384547649116,0.017596045988369016
11,0.0056341351125144745,0.01796014574060719
12,0.005633458695536919,0.018218407442776356
13,0.005633854188210578,0.018176415076694725
14,0.005633774298073038,0.018040797754471736
15,0.005632281718139355,0.017991870512885977
16,0.005632111577135814,0.017791647571212953
17,0.00563184899058624,0.01791468053124845
18,0.005632171285517439,0.0177878194890891
19,0.005632544987722958,0.017708938711907825
20,0.0056318600968431245,0.017959330163372346
21,0.005631714621498921,0.017713688490299882
22,0.005631405950110847,0.01787155941751724
