epoch,train_loss,val_loss
1,0.029939931516678175,0.0011656014094935936
2,0.010988387685440677,0.001011237853096119
3,0.006142289450049008,0.0006023269818641417
4,0.003584265385996149,0.0009155408781296825
5,0.00201837081746499,0.000536147406372801
6,0.0014157227643987757,0.0005379895997542165
7,0.0011549431941280939,0.0019438747695157267
8,0.0009467121389411551,0.0018124633266337349
9,0.0008289165932988151,0.004702241645326746
10,0.0007702380691991414,0.0015447670889206719
11,0.0006432185570097252,0.0016010102662800713
12,0.0004535646747198105,0.00120465201737312
13,0.00042262564914176545,0.0022776212648484575
14,0.0004021231028943158,0.0033811449339792195
15,0.00037353491688700856,0.004314280184817033
16,0.00036600232774987215,0.0031516811619319175
17,0.00036633523578926005,0.0033826381905868513
18,0.0003299240880538169,0.0026848532707326746
19,0.00031240194981869556,0.0024797724184403938
20,0.00030578959769070536,0.0023836725880024795
21,0.0003013219037385305,0.0029325197600215368
22,0.00028987530674328625,0.0033638044963495133
23,0.0002920078272336251,0.0033111197013377686
24,0.0002644789306245411,0.003255274813026866
25,0.00026852180156411166,0.0034209360197570036
